,Marital status,Application mode,Application order,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Units 1 credited,Units 1 enrolled,Units 1 evaluations,Units 1 approved,Units 1 grade,Units 1 non_eval,Units 2 credited,Units 2 enrolled,Units 2 evaluations,Units 2 approved,Units 2 grade,Units 2 non_eval,Target
13,1,2,0.1111111111111111,11,16,1,1,5,8,1,0,1,0,1,0.07547169811320753,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5600756859035004,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.5923076923076923,0.0,0
14,1,1,0.1111111111111111,6,1,23,27,6,6,1,0,1,0,1,0.018867924528301883,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.7019867549668874,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6461538461538461,0.0,0
15,1,1,0.1111111111111111,15,1,13,27,10,4,1,0,1,0,0,0.05660377358490565,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.6993377483443708,0.0,0.0,0.2608695652173913,0.21212121212121213,0.0,0.0,0.0,1
16,1,9,0.1111111111111111,10,1,13,28,6,9,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.22222222222222224,0.038461538461538464,0.6357615894039735,0.0,0.0,0.2608695652173913,0.42424242424242425,0.1,0.5923076923076923,0.0,0
17,1,8,0.2222222222222222,12,1,13,1,6,5,1,0,1,0,0,0.018867924528301883,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.7049668874172186,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7831923076923076,0.0,0
18,1,1,0.1111111111111111,8,1,3,14,4,6,1,0,1,0,0,0.05660377358490565,0.0,0.19230769230769232,0.17777777777777778,0.15384615384615385,0.6622516556291391,0.08333333333333333,0.0,0.21739130434782608,0.24242424242424243,0.2,0.6596153846153846,0.16666666666666666,0
19,1,1,0.1111111111111111,16,1,13,14,8,8,1,0,1,0,0,0.018867924528301883,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.6181015452538631,0.0,0.0,0.30434782608695654,0.24242424242424243,0.30000000000000004,0.7269230769230769,0.0,0
20,1,1,0.3333333333333333,2,1,1,1,10,9,0,0,1,0,1,0.07547169811320753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,1,9,0.4444444444444444,13,1,1,28,5,8,1,0,1,0,0,0.05660377358490565,0.0,0.2692307692307693,0.3111111111111111,0.2692307692307693,0.6059602649006622,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.6151923076923077,0.0,0
22,1,1,0.4444444444444444,12,1,13,14,2,2,1,0,1,0,0,0.018867924528301883,0.0,0.3076923076923077,0.26666666666666666,0.2692307692307693,0.6811731315042574,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6923076923076923,0.0,0
23,1,1,0.4444444444444444,14,1,1,28,5,8,1,0,1,0,1,0.037735849056603765,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7086092715231788,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6615384615384615,0.0,0
24,1,1,0.1111111111111111,12,1,13,14,4,8,0,0,1,0,0,0.037735849056603765,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.704459161147903,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7599999999999999,0.0,0
25,1,1,0.1111111111111111,10,1,13,28,10,10,1,1,1,0,1,0.018867924528301883,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.614569536423841,0.0,0.0,0.2608695652173913,0.36363636363636365,0.2,0.5923076923076923,0.0,0
26,1,8,0.2222222222222222,10,1,13,28,8,9,1,0,1,0,0,0.07547169811320753,0.0,0.23076923076923078,0.2,0.23076923076923078,0.6026490066225165,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7153846153846154,0.0,0
27,1,1,0.1111111111111111,6,1,13,14,4,4,1,0,1,0,0,0.018867924528301883,0.0,0.19230769230769232,0.2,0.19230769230769232,0.6710816777041942,0.16666666666666666,0.0,0.21739130434782608,0.21212121212121213,0.2,0.7,0.0,0
28,1,1,0.1111111111111111,9,1,13,1,10,10,1,0,1,0,0,0.05660377358490565,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6357615894039735,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6641025641025641,0.0,0
29,1,8,0.2222222222222222,12,1,3,3,2,11,1,0,1,1,0,0.037735849056603765,0.0,0.2692307692307693,0.2,0.23076923076923078,0.6852097130242825,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.7385897435897436,0.0,0
30,1,15,0.1111111111111111,4,14,4,4,5,3,0,0,1,1,0,0.07547169811320753,0.0,0.23076923076923078,0.33333333333333337,0.19230769230769232,0.6281929990539262,0.0,0.0,0.2608695652173913,0.5151515151515151,0.25,0.5692307692307692,0.0,0
31,1,16,0.1111111111111111,5,1,5,3,9,13,1,0,1,1,0,0.05660377358490565,0.1,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6799116997792495,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.7215384615384615,0.0,0
32,1,1,0.1111111111111111,9,1,1,1,5,7,0,0,0,1,0,0.018867924528301883,0.0,0.19230769230769232,0.2,0.11538461538461539,0.6004415011037528,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.7269230769230769,0.0,0
33,1,9,0.1111111111111111,3,1,13,1,10,6,1,0,1,0,0,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6710816777041942,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7740384615384615,0.0,0
34,1,1,0.1111111111111111,17,1,2,27,4,10,0,0,1,1,0,0.32075471698113206,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.656953642384106,0.0,0.0,0.21739130434782608,0.2727272727272727,0.25,0.7230769230769231,0.0,0
35,1,12,0.1111111111111111,1,1,23,27,10,7,0,1,0,1,0,0.3773584905660377,0.0,0.2692307692307693,0.15555555555555556,0.0,0.0,0.0,0.0,0.30434782608695654,0.21212121212121213,0.05,0.5384615384615384,0.0,1
36,1,12,0.1111111111111111,7,8,19,27,1,1,1,0,1,1,0,0.490566037735849,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,1
37,1,14,0.1111111111111111,9,1,22,27,7,7,0,0,1,0,0,0.7169811320754718,0.0,0.19230769230769232,0.22222222222222224,0.038461538461538464,0.5298013245033113,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.6461538461538461,0.16666666666666666,1
38,4,12,0.1111111111111111,17,1,13,14,10,4,1,0,1,0,0,0.4150943396226415,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5827814569536424,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6246153846153846,0.0,0
39,1,15,0.1111111111111111,8,14,4,4,4,7,0,1,0,0,0,0.05660377358490565,0.1,0.23076923076923078,0.2888888888888889,0.11538461538461539,0.6181015452538631,0.0,0.05263157894736842,0.2608695652173913,0.33333333333333337,0.15000000000000002,0.6461538461538461,0.0,1
40,1,1,0.5555555555555556,15,1,3,3,3,3,0,1,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.15384615384615385,0.6754966887417219,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,1
41,1,1,0.2222222222222222,9,1,3,14,3,8,1,0,1,0,0,0.09433962264150941,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.7841059602649006,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8507692307692307,0.0,0
42,1,1,0.6666666666666666,12,1,1,3,3,3,1,0,1,0,0,0.09433962264150941,0.0,0.2692307692307693,0.2,0.19230769230769232,0.737907284768212,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7723076923076921,0.0,0
43,1,8,0.1111111111111111,15,1,1,28,6,6,0,0,0,0,0,0.05660377358490565,0.0,0.23076923076923078,0.15555555555555556,0.15384615384615385,0.6887417218543046,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7430769230769231,0.0,1
44,1,12,0.1111111111111111,17,1,22,27,10,10,0,0,1,0,0,0.22641509433962265,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,1
45,1,8,0.1111111111111111,17,1,23,28,5,6,0,0,1,0,0,0.13207547169811323,0.0,0.19230769230769232,0.2,0.07692307692307693,0.609271523178808,0.0,0.0,0.21739130434782608,0.33333333333333337,0.15000000000000002,0.7717948717948717,0.08333333333333333,0
46,1,8,0.2222222222222222,10,1,13,14,10,10,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6181015452538631,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.7107692307692307,0.0,0
47,1,8,0.6666666666666666,12,1,22,14,8,8,1,0,1,0,1,0.09433962264150941,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7161147902869757,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7415384615384615,0.0,0
48,1,15,0.1111111111111111,3,14,1,14,10,10,0,0,1,0,1,0.07547169811320753,0.15000000000000002,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.609271523178808,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7153846153846154,0.0,0
49,1,1,0.1111111111111111,10,1,22,28,10,10,0,0,1,0,1,0.037735849056603765,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.6534216335540839,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.691025641025641,0.0,0
50,1,12,0.1111111111111111,11,1,13,28,10,8,0,0,1,0,1,0.13207547169811323,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7240618101545253,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7628205128205128,0.0,0
51,1,1,0.1111111111111111,12,1,22,28,7,7,1,0,1,0,1,0.037735849056603765,0.0,0.3076923076923077,0.22222222222222224,0.23076923076923078,0.6269315673289183,0.0,0.0,0.34782608695652173,0.30303030303030304,0.30000000000000004,0.6371794871794871,0.0,0
52,1,1,0.1111111111111111,15,1,1,14,8,8,1,0,1,0,1,0.05660377358490565,0.0,0.23076923076923078,0.24444444444444446,0.15384615384615385,0.7417218543046358,0.0,0.0,0.2608695652173913,0.36363636363636365,0.15000000000000002,0.5923076923076923,0.0,0
53,1,1,0.3333333333333333,8,1,22,27,12,12,0,0,1,0,0,0.037735849056603765,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.7795648060548722,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8507692307692307,0.0,0
54,1,12,0.1111111111111111,17,1,23,28,10,10,0,0,1,0,0,0.18867924528301888,0.0,0.19230769230769232,0.26666666666666666,0.19230769230769232,0.5615894039735099,0.0,0.0,0.21739130434782608,0.30303030303030304,0.25,0.5923076923076923,0.0,1
55,1,1,0.1111111111111111,12,1,1,14,6,6,1,0,1,0,0,0.018867924528301883,0.0,0.2692307692307693,0.2,0.2692307692307693,0.6910963944076527,0.0,0.0,0.34782608695652173,0.30303030303030304,0.4,0.7320384615384615,0.0,0
56,2,4,0.1111111111111111,11,3,1,3,5,4,0,0,1,0,0,0.4150943396226415,0.0,0.23076923076923078,0.22222222222222224,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,1
57,1,12,0.1111111111111111,8,15,3,3,3,3,1,0,1,0,0,0.18867924528301888,0.0,0.23076923076923078,0.2,0.19230769230769232,0.6887417218543046,0.0,0.2631578947368421,0.4782608695652174,0.3939393939393939,0.5,0.6946153846153846,0.0,1
58,1,8,0.1111111111111111,12,1,23,28,8,11,1,0,1,0,0,0.018867924528301883,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7912582781456954,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.8041923076923077,0.0,0
59,1,1,0.3333333333333333,2,1,23,27,5,10,1,0,1,0,0,0.018867924528301883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,1,1,0.2222222222222222,12,1,13,14,10,10,0,0,1,0,0,0.018867924528301883,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.6958057395143488,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.658076923076923,0.0,0
61,1,15,0.1111111111111111,10,14,13,1,10,10,0,0,1,0,1,0.07547169811320753,0.15000000000000002,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6357615894039735,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6461538461538461,0.0,0
62,1,8,0.3333333333333333,2,1,1,27,5,8,1,0,1,1,1,0.037735849056603765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,1,8,0.1111111111111111,5,1,1,1,4,5,1,0,1,1,0,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.6039735099337749,0.0,0.0,0.2608695652173913,0.24242424242424243,0.05,0.5384615384615384,0.0,0
64,1,14,0.1111111111111111,5,1,1,1,4,4,0,0,1,1,0,0.13207547169811323,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0
65,4,13,0.1111111111111111,12,12,1,1,6,6,1,0,1,1,0,0.22641509433962265,0.1,0.2692307692307693,0.22222222222222224,0.19230769230769232,0.6304635761589404,0.0,0.05263157894736842,0.34782608695652173,0.30303030303030304,0.25,0.5923076923076923,0.0,1
66,1,1,0.3333333333333333,2,1,13,14,6,4,1,0,1,1,1,0.037735849056603765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,1,15,0.1111111111111111,4,14,13,27,10,10,1,0,1,1,0,0.1132075471698113,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6660359508041627,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6692307692307692,0.0,0
68,1,1,0.3333333333333333,9,1,1,28,8,8,0,1,1,1,0,0.037735849056603765,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5933774834437086,0.0,0.0,0.21739130434782608,0.30303030303030304,0.2,0.5788461538461538,0.25,1
69,1,12,0.1111111111111111,11,1,13,27,8,11,0,0,1,1,0,0.169811320754717,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6357615894039735,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.5815384615384616,0.0,0
70,1,8,0.1111111111111111,9,1,23,27,6,6,0,0,1,1,0,0.018867924528301883,0.0,0.19230769230769232,0.2,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0
71,1,8,0.1111111111111111,12,1,22,14,9,5,0,0,1,1,0,0.13207547169811323,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.6344370860927152,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7403846153846153,0.0,0
72,1,1,0.1111111111111111,2,1,13,14,6,11,1,0,1,1,0,0.037735849056603765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
73,1,8,0.4444444444444444,11,1,23,27,6,8,1,0,1,1,0,0.018867924528301883,0.0,0.23076923076923078,0.26666666666666666,0.11538461538461539,0.6181015452538631,0.0,0.0,0.2608695652173913,0.36363636363636365,0.05,0.6461538461538461,0.0,1
74,1,1,0.2222222222222222,15,1,23,28,10,10,1,0,1,1,0,0.018867924528301883,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6534216335540839,0.0,0.0,0.2608695652173913,0.33333333333333337,0.15000000000000002,0.6641025641025641,0.0,0
75,1,8,0.3333333333333333,9,1,13,14,5,8,1,1,1,1,0,0.018867924528301883,0.0,0.19230769230769232,0.17777777777777778,0.11538461538461539,0.5474613686534217,0.0,0.0,0.21739130434782608,0.33333333333333337,0.15000000000000002,0.5846153846153846,0.0,1
76,1,9,0.4444444444444444,11,1,13,27,8,8,1,0,1,1,1,0.07547169811320753,0.0,0.23076923076923078,0.17777777777777778,0.15384615384615385,0.5562913907284768,0.0,0.0,0.2608695652173913,0.33333333333333337,0.05,0.5923076923076923,0.0,1
77,1,8,0.4444444444444444,15,1,1,14,10,9,1,1,1,1,1,0.037735849056603765,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7240618101545253,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.717948717948718,0.0,0
78,1,8,0.4444444444444444,12,1,23,27,10,10,0,0,1,1,1,0.09433962264150941,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.7863765373699148,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.8106837606837606,0.0,0
79,2,12,0.1111111111111111,3,1,22,27,10,7,0,0,1,1,0,0.3018867924528302,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6357615894039735,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.6282051282051281,0.0,0
80,1,1,0.6666666666666666,16,1,13,14,10,10,1,0,1,1,0,0.05660377358490565,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.6463576158940397,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.6569230769230768,0.0,1
81,1,12,0.1111111111111111,17,2,3,3,3,3,1,0,1,1,0,0.33962264150943394,0.0,0.038461538461538464,0.022222222222222223,0.0,0.0,0.08333333333333333,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,1
82,1,12,0.1111111111111111,4,4,3,3,5,3,0,1,1,1,0,0.13207547169811323,0.30000000000000004,0.46153846153846156,0.37777777777777777,0.23076923076923078,0.6445916114790287,0.0,0.3684210526315789,0.5217391304347826,0.42424242424242425,0.5,0.7161538461538461,0.0,1
83,1,8,0.1111111111111111,11,1,13,14,5,5,0,0,1,1,0,0.018867924528301883,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6357615894039735,0.0,0.0,0.21739130434782608,0.24242424242424243,0.15000000000000002,0.6102564102564102,0.0,0
84,2,12,0.1111111111111111,3,1,22,27,10,7,1,0,1,0,0,0.3018867924528302,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5827814569536424,0.0,0.0,0.2608695652173913,0.33333333333333337,0.25,0.5923076923076923,0.0,0
85,1,13,0.1111111111111111,12,1,22,28,10,8,1,0,1,0,1,0.09433962264150941,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.6929801324503311,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7043076923076923,0.0,0
86,1,12,0.1111111111111111,14,1,1,14,5,6,0,0,1,0,1,0.15094339622641512,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.5562913907284768,0.0,0.0,0.21739130434782608,0.21212121212121213,0.25,0.6246153846153846,0.0,0
87,1,8,0.1111111111111111,5,1,13,28,5,1,1,0,1,1,0,0.05660377358490565,0.0,0.23076923076923078,0.2,0.23076923076923078,0.565121412803532,0.08333333333333333,0.0,0.2608695652173913,0.18181818181818182,0.25,0.603076923076923,0.0,0
88,1,1,0.6666666666666666,9,1,23,27,10,10,1,0,1,1,0,0.1132075471698113,0.0,0.19230769230769232,0.13333333333333333,0.15384615384615385,0.7417218543046358,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.7430769230769231,0.0,0
89,1,14,0.2222222222222222,7,1,23,14,10,7,1,1,1,1,0,0.018867924528301883,0.0,0.19230769230769232,0.2,0.07692307692307693,0.5298013245033113,0.0,0.0,0.21739130434782608,0.2727272727272727,0.0,0.0,0.0,0
90,1,12,0.1111111111111111,12,1,1,1,5,11,0,0,1,1,0,0.13207547169811323,0.0,0.2692307692307693,0.4,0.0,0.0,0.0,0.0,0.30434782608695654,0.21212121212121213,0.0,0.0,0.0,1
91,1,8,0.2222222222222222,15,1,13,1,10,10,1,0,0,0,0,0.07547169811320753,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7417218543046358,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7269230769230769,0.0,0
92,1,2,0.1111111111111111,8,1,1,1,5,5,0,0,1,0,0,0.169811320754717,0.0,0.23076923076923078,0.15555555555555556,0.07692307692307693,0.6357615894039735,0.08333333333333333,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,1
93,2,12,0.1111111111111111,16,8,22,24,1,1,0,0,1,0,0,0.4150943396226415,0.0,0.23076923076923078,0.26666666666666666,0.11538461538461539,0.6710816777041942,0.0,0.0,0.2608695652173913,0.42424242424242425,0.0,0.0,0.08333333333333333,1
94,2,12,0.1111111111111111,3,1,22,14,10,10,0,0,1,0,0,0.5094339622641508,0.1,0.3076923076923077,0.24444444444444446,0.3076923076923077,0.6291390728476821,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6641025641025641,0.0,0
95,1,2,0.1111111111111111,7,1,23,3,10,3,1,0,1,1,0,0.037735849056603765,0.0,0.19230769230769232,0.2,0.19230769230769232,0.7417218543046358,0.0,0.0,0.21739130434782608,0.33333333333333337,0.15000000000000002,0.7134615384615384,0.0,0
96,1,1,0.5555555555555556,15,1,22,1,6,6,1,0,1,0,0,0.018867924528301883,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7240618101545253,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.717948717948718,0.0,0
97,1,1,0.5555555555555556,12,1,22,27,8,8,1,0,1,0,1,0.018867924528301883,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.7284768211920529,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.7795726495726496,0.0,0
98,1,1,0.1111111111111111,6,1,1,2,10,2,1,0,1,0,0,0.037735849056603765,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.752317880794702,0.16666666666666666,0.0,0.21739130434782608,0.21212121212121213,0.25,0.7430769230769231,0.0,0
99,1,1,0.4444444444444444,12,1,3,3,3,3,1,1,0,0,0,0.037735849056603765,0.0,0.2692307692307693,0.22222222222222224,0.15384615384615385,0.6336423841059603,0.0,0.0,0.30434782608695654,0.21212121212121213,0.0,0.0,0.0,1
100,1,2,0.1111111111111111,6,16,23,28,10,10,0,0,1,0,0,0.07547169811320753,0.35000000000000003,0.38461538461538464,0.26666666666666666,0.3076923076923077,0.6821192052980133,0.0,0.21052631578947367,0.3913043478260869,0.42424242424242425,0.25,0.7215384615384615,0.0,1
101,1,1,0.4444444444444444,2,1,1,1,10,11,1,0,1,0,0,0.05660377358490565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,2,12,0.1111111111111111,3,1,22,27,7,6,1,0,1,0,0,0.3584905660377358,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
103,4,12,0.1111111111111111,4,9,22,27,10,7,0,0,1,0,0,0.490566037735849,0.65,0.6923076923076923,0.4222222222222222,0.6923076923076923,0.7751829905890554,0.0,0.5263157894736842,0.5652173913043478,0.42424242424242425,0.65,0.7662721893491123,0.08333333333333333,0
104,1,9,0.1111111111111111,16,1,13,14,10,8,1,0,1,0,0,0.037735849056603765,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,1
105,1,16,0.1111111111111111,5,1,3,1,3,9,0,1,1,0,0,0.05660377358490565,0.2,0.38461538461538464,0.26666666666666666,0.38461538461538464,0.6887417218543046,0.0,0.2631578947368421,0.4782608695652174,0.33333333333333337,0.55,0.6608391608391607,0.0,0
